                              signal_alias                              |                                                                                signal_name                          
 MAGNETICS/FLUX_LOOP/9/POSITION/SHAPE_OF                                | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=9]/geometry/@rValues, /Count, unique=150)
 MAGNETICS/FLUX_LOOP/9/POSITION/1/R                                     | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=9]/geometry/@rValues, type=Double, /UnitStartIndex, index=       1, unique=151)
 MAGNETICS/FLUX_LOOP/9/POSITION/1/Z                                     | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=9]/geometry/@zValues, type=Double, /UnitStartIndex, index=       1, unique=152)
 MAGNETICS/FLUX_LOOP/9/POSITION/2/R                                     | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=9]/geometry/@rValues, type=Double, /UnitStartIndex, index=       1, unique=153)
 MAGNETICS/BPOL_PROBE/2/POLOIDAL_ANGLE                                  | EFITMAGXML::put(value=-1.5707964, type=double, unique=719)
 MAGNETICS/FLUX_LOOP/9/POSITION/2/Z                                     | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=9]/geometry/@zValues, type=Double, /UnitStartIndex, index=       1, unique=154)
 MAGNETICS/FLUX_LOOP/9/POSITION/1/PHI                                   | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=9]/geometry/@toroidalAngleBegin, type=Double, unique=155)
 MAGNETICS/FLUX_LOOP/9/POSITION/2/PHI                                   | EFITMAGXML::put(value=6.2831855, type=Double,, unique=156)
 MAGNETICS/FLUX_LOOP/10/POSITION/SHAPE_OF                               | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=10]/geometry/@rValues, /Count, unique=157)
 MAGNETICS/FLUX_LOOP/10/POSITION/1/R                                    | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=10]/geometry/@rValues, type=Double, /UnitStartIndex, index=       1, unique=158)
 MAGNETICS/FLUX_LOOP/10/POSITION/1/Z                                    | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=10]/geometry/@zValues, type=Double, /UnitStartIndex, index=       1, unique=159)
 MAGNETICS/FLUX_LOOP/10/POSITION/2/R                                    | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=10]/geometry/@rValues, type=Double, /UnitStartIndex, index=       1, unique=160)
 MAGNETICS/FLUX_LOOP/10/POSITION/2/Z                                    | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=10]/geometry/@zValues, type=Double, /UnitStartIndex, index=       1, unique=161)
 MAGNETICS/FLUX_LOOP/10/POSITION/1/PHI                                  | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=10]/geometry/@toroidalAngleBegin, type=Double, unique=162)
 MAGNETICS/FLUX_LOOP/10/POSITION/2/PHI                                  | EFITMAGXML::put(value=6.2831855, type=Double,, unique=163)
 MAGNETICS/FLUX_LOOP/11/POSITION/SHAPE_OF                               | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=11]/geometry/@rValues, /Count, unique=164)
 MAGNETICS/FLUX_LOOP/11/POSITION/1/R                                    | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=11]/geometry/@rValues, type=Double, /UnitStartIndex, index=       1, unique=165)
 MAGNETICS/FLUX_LOOP/11/POSITION/1/Z                                    | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=11]/geometry/@zValues, type=Double, /UnitStartIndex, index=       1, unique=166)
 MAGNETICS/FLUX_LOOP/11/POSITION/2/R                                    | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=11]/geometry/@rValues, type=Double, /UnitStartIndex, index=       1, unique=167)
 MAGNETICS/FLUX_LOOP/11/POSITION/2/Z                                    | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=11]/geometry/@zValues, type=Double, /UnitStartIndex, index=       1, unique=168)
 MAGNETICS/FLUX_LOOP/11/POSITION/1/PHI                                  | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=11]/geometry/@toroidalAngleBegin, type=Double, unique=169)
 MAGNETICS/FLUX_LOOP/11/POSITION/2/PHI                                  | EFITMAGXML::put(value=6.2831855, type=Double,, unique=170)
 MAGNETICS/FLUX_LOOP/12/POSITION/SHAPE_OF                               | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=12]/geometry/@rValues, /Count, unique=171)
 MAGNETICS/FLUX_LOOP/12/POSITION/1/R                                    | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=12]/geometry/@rValues, type=Double, /UnitStartIndex, index=       1, unique=172)
 MAGNETICS/FLUX_LOOP/12/POSITION/1/Z                                    | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=12]/geometry/@zValues, type=Double, /UnitStartIndex, index=       1, unique=173)
 MAGNETICS/FLUX_LOOP/12/POSITION/2/R                                    | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=12]/geometry/@rValues, type=Double, /UnitStartIndex, index=       1, unique=174)
 MAGNETICS/FLUX_LOOP/12/POSITION/2/Z                                    | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=12]/geometry/@zValues, type=Double, /UnitStartIndex, index=       1, unique=175)
 MAGNETICS/FLUX_LOOP/12/POSITION/1/PHI                                  | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=12]/geometry/@toroidalAngleBegin, type=Double, unique=176)
 MAGNETICS/FLUX_LOOP/12/POSITION/2/PHI                                  | EFITMAGXML::put(value=6.2831855, type=Double,, unique=177)
 MAGNETICS/FLUX_LOOP/13/POSITION/SHAPE_OF                               | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=13]/geometry/@rValues, /Count, unique=178)
 MAGNETICS/FLUX_LOOP/13/POSITION/1/R                                    | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=13]/geometry/@rValues, type=Double, /UnitStartIndex, index=       1, unique=179)
 MAGNETICS/FLUX_LOOP/13/POSITION/1/Z                                    | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=13]/geometry/@zValues, type=Double, /UnitStartIndex, index=       1, unique=180)
 MAGNETICS/FLUX_LOOP/13/POSITION/2/R                                    | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=13]/geometry/@rValues, type=Double, /UnitStartIndex, index=       1, unique=181)
 MAGNETICS/FLUX_LOOP/13/POSITION/2/Z                                    | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=13]/geometry/@zValues, type=Double, /UnitStartIndex, index=       1, unique=182)
 MAGNETICS/FLUX_LOOP/13/POSITION/1/PHI                                  | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=13]/geometry/@toroidalAngleBegin, type=Double, unique=183)
 MAGNETICS/FLUX_LOOP/13/POSITION/2/PHI                                  | EFITMAGXML::put(value=6.2831855, type=Double,, unique=184)
 MAGNETICS/FLUX_LOOP/14/POSITION/SHAPE_OF                               | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=14]/geometry/@rValues, /Count, unique=185)
 MAGNETICS/FLUX_LOOP/14/POSITION/1/R                                    | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=14]/geometry/@rValues, type=Double, /UnitStartIndex, index=       1, unique=186)
 MAGNETICS/FLUX_LOOP/14/POSITION/1/Z                                    | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=14]/geometry/@zValues, type=Double, /UnitStartIndex, index=       1, unique=187)
 MAGNETICS/FLUX_LOOP/14/POSITION/2/R                                    | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=14]/geometry/@rValues, type=Double, /UnitStartIndex, index=       1, unique=188)
 MAGNETICS/FLUX_LOOP/14/POSITION/2/Z                                    | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=14]/geometry/@zValues, type=Double, /UnitStartIndex, index=       1, unique=189)
 MAGNETICS/FLUX_LOOP/14/POSITION/1/PHI                                  | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=14]/geometry/@toroidalAngleBegin, type=Double, unique=190)
 MAGNETICS/FLUX_LOOP/14/POSITION/2/PHI                                  | EFITMAGXML::put(value=6.2831855, type=Double,, unique=191)
 MAGNETICS/FLUX_LOOP/15/POSITION/SHAPE_OF                               | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=15]/geometry/@rValues, /Count, unique=192)
 MAGNETICS/FLUX_LOOP/15/POSITION/1/R                                    | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=15]/geometry/@rValues, type=Double, /UnitStartIndex, index=       1, unique=193)
 MAGNETICS/FLUX_LOOP/15/POSITION/1/Z                                    | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=15]/geometry/@zValues, type=Double, /UnitStartIndex, index=       1, unique=194)
 MAGNETICS/FLUX_LOOP/15/POSITION/2/R                                    | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=15]/geometry/@rValues, type=Double, /UnitStartIndex, index=       1, unique=195)
 MAGNETICS/FLUX_LOOP/15/POSITION/2/Z                                    | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=15]/geometry/@zValues, type=Double, /UnitStartIndex, index=       1, unique=196)
 MAGNETICS/FLUX_LOOP/15/POSITION/1/PHI                                  | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=15]/geometry/@toroidalAngleBegin, type=Double, unique=197)
 MAGNETICS/FLUX_LOOP/15/POSITION/2/PHI                                  | EFITMAGXML::put(value=6.2831855, type=Double,, unique=198)
 MAGNETICS/FLUX_LOOP/16/POSITION/SHAPE_OF                               | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=16]/geometry/@rValues, /Count, unique=199)
 MAGNETICS/FLUX_LOOP/16/POSITION/1/R                                    | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=16]/geometry/@rValues, type=Double, /UnitStartIndex, index=       1, unique=200)
 MAGNETICS/FLUX_LOOP/16/POSITION/1/Z                                    | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=16]/geometry/@zValues, type=Double, /UnitStartIndex, index=       1, unique=201)
 MAGNETICS/FLUX_LOOP/16/POSITION/2/R                                    | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=16]/geometry/@rValues, type=Double, /UnitStartIndex, index=       1, unique=202)
 MAGNETICS/FLUX_LOOP/16/POSITION/2/Z                                    | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=16]/geometry/@zValues, type=Double, /UnitStartIndex, index=       1, unique=203)
 MAGNETICS/FLUX_LOOP/16/POSITION/1/PHI                                  | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=16]/geometry/@toroidalAngleBegin, type=Double, unique=204)
 MAGNETICS/FLUX_LOOP/16/POSITION/2/PHI                                  | EFITMAGXML::put(value=6.2831855, type=Double,, unique=205)
 MAGNETICS/FLUX_LOOP/17/POSITION/SHAPE_OF                               | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=17]/geometry/@rValues, /Count, unique=206)
 MAGNETICS/FLUX_LOOP/17/POSITION/1/R                                    | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=17]/geometry/@rValues, type=Double, /UnitStartIndex, index=       1, unique=207)
 MAGNETICS/FLUX_LOOP/17/POSITION/1/Z                                    | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=17]/geometry/@zValues, type=Double, /UnitStartIndex, index=       1, unique=208)
 MAGNETICS/FLUX_LOOP/17/POSITION/2/R                                    | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=17]/geometry/@rValues, type=Double, /UnitStartIndex, index=       1, unique=209)
 MAGNETICS/FLUX_LOOP/17/POSITION/2/Z                                    | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=17]/geometry/@zValues, type=Double, /UnitStartIndex, index=       1, unique=210)
 MAGNETICS/FLUX_LOOP/17/POSITION/1/PHI                                  | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=17]/geometry/@toroidalAngleBegin, type=Double, unique=211)
 MAGNETICS/FLUX_LOOP/17/POSITION/2/PHI                                  | EFITMAGXML::put(value=6.2831855, type=Double,, unique=212)
 MAGNETICS/FLUX_LOOP/18/POSITION/SHAPE_OF                               | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=18]/geometry/@rValues, /Count, unique=213)
 MAGNETICS/FLUX_LOOP/18/POSITION/1/R                                    | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=18]/geometry/@rValues, type=Double, /UnitStartIndex, index=       1, unique=214)
 MAGNETICS/BPOL_PROBE/2/TOROIDAL_ANGLE                                  | EFITMAGXML::put(value=0, type=float, unique=720)
 MAGNETICS/FLUX_LOOP/18/POSITION/1/Z                                    | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=18]/geometry/@zValues, type=Double, /UnitStartIndex, index=       1, unique=215)
 MAGNETICS/FLUX_LOOP/18/POSITION/2/R                                    | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=18]/geometry/@rValues, type=Double, /UnitStartIndex, index=       1, unique=216)
 MAGNETICS/FLUX_LOOP/18/POSITION/2/Z                                    | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=18]/geometry/@zValues, type=Double, /UnitStartIndex, index=       1, unique=217)
 MAGNETICS/FLUX_LOOP/18/POSITION/1/PHI                                  | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=18]/geometry/@toroidalAngleBegin, type=Double, unique=218)
 MAGNETICS/FLUX_LOOP/18/POSITION/2/PHI                                  | EFITMAGXML::put(value=6.2831855, type=Double,, unique=219)
 MAGNETICS/FLUX_LOOP/19/POSITION/SHAPE_OF                               | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=19]/geometry/@rValues, /Count, unique=220)
 MAGNETICS/FLUX_LOOP/19/POSITION/1/R                                    | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=19]/geometry/@rValues, type=Double, /UnitStartIndex, index=       1, unique=221)
 MAGNETICS/FLUX_LOOP/19/POSITION/1/Z                                    | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=19]/geometry/@zValues, type=Double, /UnitStartIndex, index=       1, unique=222)
 MAGNETICS/FLUX_LOOP/19/POSITION/2/R                                    | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=19]/geometry/@rValues, type=Double, /UnitStartIndex, index=       1, unique=223)
 MAGNETICS/FLUX_LOOP/19/POSITION/2/Z                                    | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=19]/geometry/@zValues, type=Double, /UnitStartIndex, index=       1, unique=224)
 MAGNETICS/FLUX_LOOP/19/POSITION/1/PHI                                  | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=19]/geometry/@toroidalAngleBegin, type=Double, unique=225)
 MAGNETICS/FLUX_LOOP/19/POSITION/2/PHI                                  | EFITMAGXML::put(value=6.2831855, type=Double,, unique=226)
 MAGNETICS/FLUX_LOOP/20/POSITION/SHAPE_OF                               | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=20]/geometry/@rValues, /Count, unique=227)
 MAGNETICS/FLUX_LOOP/20/POSITION/1/R                                    | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=20]/geometry/@rValues, type=Double, /UnitStartIndex, index=       1, unique=228)
 MAGNETICS/FLUX_LOOP/20/POSITION/1/Z                                    | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=20]/geometry/@zValues, type=Double, /UnitStartIndex, index=       1, unique=229)
 MAGNETICS/FLUX_LOOP/20/POSITION/2/R                                    | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=20]/geometry/@rValues, type=Double, /UnitStartIndex, index=       1, unique=230)
 MAGNETICS/FLUX_LOOP/20/POSITION/2/Z                                    | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=20]/geometry/@zValues, type=Double, /UnitStartIndex, index=       1, unique=231)
 MAGNETICS/FLUX_LOOP/20/POSITION/1/PHI                                  | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=20]/geometry/@toroidalAngleBegin, type=Double, unique=232)
 MAGNETICS/FLUX_LOOP/20/POSITION/2/PHI                                  | EFITMAGXML::put(value=6.2831855, type=Double,, unique=233)
 MAGNETICS/FLUX_LOOP/21/POSITION/SHAPE_OF                               | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=21]/geometry/@rValues, /Count, unique=234)
 MAGNETICS/FLUX_LOOP/21/POSITION/1/R                                    | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=21]/geometry/@rValues, type=Double, /UnitStartIndex, index=       1, unique=235)
 MAGNETICS/FLUX_LOOP/21/POSITION/1/Z                                    | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=21]/geometry/@zValues, type=Double, /UnitStartIndex, index=       1, unique=236)
 MAGNETICS/FLUX_LOOP/21/POSITION/2/R                                    | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=21]/geometry/@rValues, type=Double, /UnitStartIndex, index=       1, unique=237)
